Permalink,Creator,Object title,Type,Format,Licence,Date (From),Date (To),Date (Appendix),Image number,Image 1,Image 2,Image 3,Image 4,Image 5,Image 6,Image 7,Image 8,Image 9,Image 10,Image 11,Image 12,Image 13,Image 14,Image 15,Image 16,Image 17,Image 18,Image 19 
 https://gams.uni-graz.at/o:vase.1448 ," Jovanović, Milan "," Studio portrait of Milorad Gavrilović, Milorad Petrović and Janko Veselinović ",Photograph,Cabinet,Creative Commons [CC BY-NC-ND 3.0],1896,1903,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1448/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1448/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1449 ," Jovanović, Milan ", Studio portrait of Pavle Marinković ,Photograph,Boudoir,Creative Commons [CC BY-NC-ND 3.0],1903,1905,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1449/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1449/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.145 ," Karastoyanov, Ivan Anastasov ", Studio portrait of Captain Nikola Ivanov ,Photograph,Cabinet,Creative Commons [CC BY-NC-ND 3.0],1885,1886,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.145/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.145/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1450 ," Jovanović, Milan ", Studio portrait of Sofija Coca Djordjević ,Photograph,Imperial,Creative Commons [CC BY-NC-ND 3.0],1901,,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1450/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1450/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1451 ," Jovanović, Milan ", Studio portrait of Sofija Coca Djordjević ,Photograph,Imperial,Creative Commons [CC BY-NC-ND 3.0],1907,,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1451/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1451/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1452 ," Jovanović, Milan ", Studio portrait of Ljubica Pavlica ,Photograph,Imperial,Creative Commons [CC BY-NC-ND 3.0],1907,,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1452/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1452/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1453 ," Jovanović, Milan ", Studio portrait of a woman in character as 'Aunt Mariota' in the play 'Dorćolska posla' ,Photograph,Boudoir,Creative Commons [CC BY-NC-ND 3.0],1914,, before ,2, https://gams.uni-graz.at/archive/objects/o:vase.1453/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1453/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1454 ," Jovanović, Milan ", Studio portrait of Milorad Petrović ,Photograph,Imperial,Creative Commons [CC BY-NC-ND 3.0],1900,,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1454/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1454/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1455 ," Jovanović, Milan ", Studio portrait of Milorad Petrović in a theater play ,Photograph,Imperial,Creative Commons [CC BY-NC-ND 3.0],1893,,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1455/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1455/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1456 ," Jovanović, Milan ", Studio portrait of Draga Spasić ,Photograph,Imperial,Creative Commons [CC BY-NC-ND 3.0],1909,,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1456/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1456/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1457 ," Jovanović, Milan ", Portrait of Zorka Todosić ,Photograph,Imperial,Creative Commons [CC BY-NC-ND 3.0],1900,1902,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1457/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1457/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1458 ," Jovanović, Milan ", Profile head shot of Zorka Todosić ,Photograph,Imperial,Creative Commons [CC BY-NC-ND 3.0],1900,1902,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1458/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1458/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1459 ," Jovanović, Milan ", Profile head shot of Zorka Todosić ,Photograph,Imperial,Creative Commons [CC BY-NC-ND 3.0],1900,1902,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1459/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1459/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.146 ," Stojanović/Karastoyanov, Anastas Nikolov ", Studio portrait of Sava Mirkov ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1878,1880,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.146/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.146/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1460 ," Jovanović, Milan "," Studio portrait of actress Zorka Todosić in character as 'Bettina', the mascot ",Photograph,Imperial,Creative Commons [CC BY-NC-ND 3.0],1896,1903,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1460/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1460/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1461 ," Jovanović, Milan ", Studio portrait of Milorad Petrović ,Photograph,Imperial,Creative Commons [CC BY-NC-ND 3.0],1899,,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1461/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1461/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1462 ," Jovanović, Milan ", Studio portrait of an elderly man ,Photograph,Imperial,Creative Commons [CC BY-NC-ND 3.0],1900,1902,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1462/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1462/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1463 ," Jovanović, Milan ", Studio portrait of Milorad Šapčanin ,Photograph,Imperial,Creative Commons [CC BY-NC-ND 3.0],1896,1903,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1463/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1463/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1464 ," Jovanović, Milan ", Framed studio portrait of Vela Nigrinova ,Photograph,Boudoir,Creative Commons [CC BY-NC-ND 3.0],1900,,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1464/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1464/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1465 ," Jovanović, Milan ", Studio portrait of Milorad Petrović in a theater play ,Photograph,Imperial,Creative Commons [CC BY-NC-ND 3.0],1893,,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1465/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1465/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1466 ," Jovanović, Milan ", Studio portrait of Vitomir A. Bogić in character as 'Hamlet' ,Photograph,Imperial,Creative Commons [CC BY-NC-ND 3.0],1900,1902,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1466/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1466/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1467 ," Jovanović, Milan ", Studio portrait of actress Olga Ilić ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1900,,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1467/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1467/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1468 ," Jovanović, Milan ", Outdoor photograph of actress Žanka Stokić and actor Dobrica Milutinović ,Photograph,Imperial,Creative Commons [CC BY-NC-ND 3.0],1930,, after ,2, https://gams.uni-graz.at/archive/objects/o:vase.1468/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1468/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1469 ," Jovanović, Milan ", Outdoor photograph of actors in front of the 'Three Hats' ,Photograph,Imperial,Creative Commons [CC BY-NC-ND 3.0],1904,, after ,2, https://gams.uni-graz.at/archive/objects/o:vase.1469/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1469/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.147 ," Karastoyanov, Dimitar Anastasov ", Bulgarian cavalrymen on a winter route ,Photograph,Cabinet,Creative Commons [CC BY-NC-ND 3.0],1912,1913,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.147/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.147/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1470 ," Jovanović, Milan ", Group shot of artists celebrating Davorin Jenko's birthday ,Photograph,Imperial,Creative Commons [CC BY-NC-ND 3.0],1896,1898,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1470/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1470/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1471 ," Jovanović, Milan ", Framed studio portrait of Zorka Todosić ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1895,,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1471/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1471/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1472 ," Jovanović, Milan ", Studio portrait of Branislav Nušić ,Photograph,Imperial,Creative Commons [CC BY-NC-ND 3.0],1904,, after ,2, https://gams.uni-graz.at/archive/objects/o:vase.1472/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1472/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1473 ," Jovanović, Milan ", Head and shoulder shot of Dr. Jovan Skerlić ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1904,1914,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1473/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1473/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1474 ," Jovanović, Milan ", Studio portrait of Jovan Dragašević ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1915,, before ,2, https://gams.uni-graz.at/archive/objects/o:vase.1474/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1474/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1475 ," Jovanović, Milan ", Group shot of the Literary and artistic committee of the Royal National Theatre in Belgrade ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1901,, before ,2, https://gams.uni-graz.at/archive/objects/o:vase.1475/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1475/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1476 ," Jovanović, Milan ", Studio portrait of Toša Anastasijević ,Photograph,Carte de visite,Creative Commons [CC BY-NC-ND 3.0],1895,,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1476/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1476/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1477 ," Jovanović, Milan ", Studio portrait of actress Desanka Đorđević in character from the play Mam'zelle Nitouche ,Photograph,Carte de visite,Creative Commons [CC BY-NC-ND 3.0],1896,1903,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1477/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1477/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1478 ," Jovanović, Milan ", Studio portrait of poet Dragutin J. Ilić ,Postcard,Not specified,Creative Commons [CC BY-NC-ND 3.0],1901,, before ,2, https://gams.uni-graz.at/archive/objects/o:vase.1478/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1478/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1479 ," Jovanović, Milan ", Studio portrait of poet Jova Ilić ,Postcard,Not specified,Creative Commons [CC BY-NC-ND 3.0],1901,, before ,2, https://gams.uni-graz.at/archive/objects/o:vase.1479/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1479/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.148 ," Karastoyanov, Dimitar Anastasov ", Studio portrait of Captain Stamat Ikonomov ,Photograph,Cabinet,Creative Commons [CC BY-NC-ND 3.0],1892,1900,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.148/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.148/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1480 ," Jovanović, Milan ", Studio portrait of poet Lazar Kostić ,Postcard,Not specified,Creative Commons [CC BY-NC-ND 3.0],1910,, before ,2, https://gams.uni-graz.at/archive/objects/o:vase.1480/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1480/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1481 ," Jovanović, Milan ", Studio portrait of actress Draga Spasić ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1901,, before ,2, https://gams.uni-graz.at/archive/objects/o:vase.1481/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1481/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1482 ," Jovanović, Milan ", Studio portrait of actress Vela Nigrinova ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1896,1903,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1482/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1482/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1483 ," Jovanović, Milan ", Studio portrait of poet Vladislav Petković Dis ,Postcard,Not specified,Creative Commons [CC BY-NC-ND 3.0],1903,, after ,2, https://gams.uni-graz.at/archive/objects/o:vase.1483/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1483/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1484 ," Jovanović, Milan ", Studio portrait of actor Milorad Petrović ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1901,, after ,2, https://gams.uni-graz.at/archive/objects/o:vase.1484/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1484/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1485 ," Jovanović, Milan ", Studio portrait of producer and director Đura Đurka Rajković ,Photograph,Carte de visite,Creative Commons [CC BY-NC-ND 3.0],1896,1903,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1485/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1485/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1486 ," Jovanović, Milan ", Indoor photograph of actress Zorka Todosić ,Photograph,Carte de visite,Creative Commons [CC BY-NC-ND 3.0],1896,1903,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1486/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1486/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1487 ," Jovanović, Milan ", Studio portrait of actor Bogoboj Rucović ,Postcard,Not specified,Creative Commons [CC BY-NC-ND 3.0],1903,, after ,2, https://gams.uni-graz.at/archive/objects/o:vase.1487/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1487/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1488 ," Jovanović, Milan ", Studio portrait of Stevan R. Hristić ,Postcard,Not specified,Creative Commons [CC BY-NC-ND 3.0], ,,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1488/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1488/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1489 ," Jovanović, Milan ", Studio portrait of poet Ivo Ćipiko ,Postcard,Not specified,Creative Commons [CC BY-NC-ND 3.0], ,,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1489/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1489/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.149 ," Karastoyanov, Dimitar Anastasov ", Museum of the Bulgarian Renaissance ,Photograph,Cabinet,Creative Commons [CC BY-NC-ND 3.0],1900,, after ,2, https://gams.uni-graz.at/archive/objects/o:vase.149/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.149/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1490 ," Jovanović, Milan ", Studio portrait of composer Davorin Jenko ,Postcard,Not specified,Creative Commons [CC BY-NC-ND 3.0],1897,, before ,2, https://gams.uni-graz.at/archive/objects/o:vase.1490/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1490/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1491 ," Jovanović, Milan ", Studio portrait of actor Dobrica Milutinović ,Postcard,Not specified,Creative Commons [CC BY-NC-ND 3.0],1899,, after ,2, https://gams.uni-graz.at/archive/objects/o:vase.1491/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1491/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1492 ," Jovanović, Milan ", Studio portrait of composer Stevan Mokranjac ,Postcard,Not specified,Creative Commons [CC BY-NC-ND 3.0], ,,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1492/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1492/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1493 ," Jovanović, Milan ", Group portrait of men around a table ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1887,1890,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1493/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1493/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1494 ," Jovanović, Milan ", Studio portrait of Branislav Nušić ,Photograph,Carte de visite,Creative Commons [CC BY-NC-ND 3.0],1887,1990,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1494/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1494/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1495 ," Jovanović, Milan ", Studio portrait of Stanislav Binički ,Photograph,Carte de visite,Creative Commons [CC BY-NC-ND 3.0], ,,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1495/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1495/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1496 ," Jovanović, Anastas ", Studio portrait of Dimitrije Đ. Glavinić ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1859,, after ,1, https://gams.uni-graz.at/archive/objects/o:vase.1496/datastreams/IMAGE.1/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1497 ," Jovanović, Milan ", Wedding portrait of Milutin Kovačić and his bride Živka Sirotanović ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1910,, before ,1, https://gams.uni-graz.at/archive/objects/o:vase.1497/datastreams/IMAGE.1/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1498 ," Jovanović, Milan ", Studio portrait of Andra Georgevitch ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1899,1905,  ,1, https://gams.uni-graz.at/archive/objects/o:vase.1498/datastreams/IMAGE.1/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
